State,Facility ID,Unit ID,Date,Hour,Operating Time,Gross Load (MW),Primary Fuel Type
AL,3,1,2024-07-15,0,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,1,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,2,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,3,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,4,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,5,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,6,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,7,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,8,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,9,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,10,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,11,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,12,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,13,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,14,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,15,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,16,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,17,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,18,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,19,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,20,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,21,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,22,0,,Pipeline Natural Gas
AL,3,1,2024-07-15,23,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,0,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,1,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,2,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,3,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,4,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,5,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,6,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,7,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,8,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,9,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,10,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,11,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,12,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,13,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,14,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,15,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,16,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,17,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,18,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,19,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,20,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,21,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,22,0,,Pipeline Natural Gas
AL,3,2,2024-07-15,23,0,,Pipeline Natural Gas
AL,3,4,2024-07-15,0,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,1,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,2,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,3,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,4,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,5,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,6,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,7,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,8,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,9,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,10,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,11,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,12,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,13,1,118,Pipeline Natural Gas
AL,3,4,2024-07-15,14,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,15,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,16,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,17,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,18,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,19,1,65,Pipeline Natural Gas
AL,3,4,2024-07-15,20,1,92,Pipeline Natural Gas
AL,3,4,2024-07-15,21,1,227,Pipeline Natural Gas
AL,3,4,2024-07-15,22,1,320,Pipeline Natural Gas
AL,3,4,2024-07-15,23,1,324,Pipeline Natural Gas
AL,3,5,2024-07-15,0,1,449,Coal
AL,3,5,2024-07-15,1,1,449,Coal
AL,3,5,2024-07-15,2,1,343,Coal
AL,3,5,2024-07-15,3,1,372,Coal
AL,3,5,2024-07-15,4,1,448,Coal
AL,3,5,2024-07-15,5,1,449,Coal
AL,3,5,2024-07-15,6,1,449,Coal
AL,3,5,2024-07-15,7,1,449,Coal
AL,3,5,2024-07-15,8,1,449,Coal
AL,3,5,2024-07-15,9,1,449,Coal
AL,3,5,2024-07-15,10,1,449,Coal
AL,3,5,2024-07-15,11,1,449,Coal
AL,3,5,2024-07-15,12,1,449,Coal
AL,3,5,2024-07-15,13,1,449,Coal
AL,3,5,2024-07-15,14,1,449,Coal
AL,3,5,2024-07-15,15,1,449,Coal
AL,3,5,2024-07-15,16,1,449,Coal
AL,3,5,2024-07-15,17,1,449,Coal
AL,3,5,2024-07-15,18,1,449,Coal
AL,3,5,2024-07-15,19,1,440,Coal
AL,3,5,2024-07-15,20,0,,Coal
AL,3,5,2024-07-15,21,0,,Coal
AL,3,5,2024-07-15,22,0,,Coal
AL,3,5,2024-07-15,23,0,,Coal
AL,3,6A,2024-07-15,0,1,268,Pipeline Natural Gas
AL,3,6A,2024-07-15,1,1,268,Pipeline Natural Gas
AL,3,6A,2024-07-15,2,1,267,Pipeline Natural Gas
AL,3,6A,2024-07-15,3,1,268,Pipeline Natural Gas
AL,3,6A,2024-07-15,4,1,268,Pipeline Natural Gas
AL,3,6A,2024-07-15,5,1,269,Pipeline Natural Gas
AL,3,6A,2024-07-15,6,1,268,Pipeline Natural Gas
AL,3,6A,2024-07-15,7,1,268,Pipeline Natural Gas
AL,3,6A,2024-07-15,8,1,267,Pipeline Natural Gas
AL,3,6A,2024-07-15,9,1,274,Pipeline Natural Gas
AL,3,6A,2024-07-15,10,1,289,Pipeline Natural Gas
AL,3,6A,2024-07-15,11,1,288,Pipeline Natural Gas
AL,3,6A,2024-07-15,12,1,287,Pipeline Natural Gas
AL,3,6A,2024-07-15,13,1,287,Pipeline Natural Gas
AL,3,6A,2024-07-15,14,1,286,Pipeline Natural Gas
AL,3,6A,2024-07-15,15,1,285,Pipeline Natural Gas
AL,3,6A,2024-07-15,16,1,284,Pipeline Natural Gas
AL,3,6A,2024-07-15,17,1,284,Pipeline Natural Gas
AL,3,6A,2024-07-15,18,1,284,Pipeline Natural Gas
AL,3,6A,2024-07-15,19,1,279,Pipeline Natural Gas
AL,3,6A,2024-07-15,20,1,276,Pipeline Natural Gas
AL,3,6A,2024-07-15,21,1,277,Pipeline Natural Gas
AL,3,6A,2024-07-15,22,1,273,Pipeline Natural Gas
AL,3,6A,2024-07-15,23,1,268,Pipeline Natural Gas
AL,3,6B,2024-07-15,0,1,265,Pipeline Natural Gas
AL,3,6B,2024-07-15,1,1,265,Pipeline Natural Gas
AL,3,6B,2024-07-15,2,1,265,Pipeline Natural Gas
AL,3,6B,2024-07-15,3,1,266,Pipeline Natural Gas
AL,3,6B,2024-07-15,4,1,270,Pipeline Natural Gas
AL,3,6B,2024-07-15,5,1,270,Pipeline Natural Gas
AL,3,6B,2024-07-15,6,1,270,Pipeline Natural Gas
AL,3,6B,2024-07-15,7,1,269,Pipeline Natural Gas
AL,3,6B,2024-07-15,8,1,269,Pipeline Natural Gas
AL,3,6B,2024-07-15,9,1,277,Pipeline Natural Gas
AL,3,6B,2024-07-15,10,1,291,Pipeline Natural Gas
AL,3,6B,2024-07-15,11,1,290,Pipeline Natural Gas
AL,3,6B,2024-07-15,12,1,289,Pipeline Natural Gas
AL,3,6B,2024-07-15,13,1,289,Pipeline Natural Gas
AL,3,6B,2024-07-15,14,1,288,Pipeline Natural Gas
AL,3,6B,2024-07-15,15,1,287,Pipeline Natural Gas
AL,3,6B,2024-07-15,16,1,286,Pipeline Natural Gas
AL,3,6B,2024-07-15,17,1,287,Pipeline Natural Gas
AL,3,6B,2024-07-15,18,1,287,Pipeline Natural Gas
AL,3,6B,2024-07-15,19,1,281,Pipeline Natural Gas
AL,3,6B,2024-07-15,20,1,277,Pipeline Natural Gas
AL,3,6B,2024-07-15,21,1,278,Pipeline Natural Gas
AL,3,6B,2024-07-15,22,1,274,Pipeline Natural Gas
AL,3,6B,2024-07-15,23,1,270,Pipeline Natural Gas
AL,3,7A,2024-07-15,0,1,272,Pipeline Natural Gas
AL,3,7A,2024-07-15,1,1,272,Pipeline Natural Gas
AL,3,7A,2024-07-15,2,1,272,Pipeline Natural Gas
AL,3,7A,2024-07-15,3,1,272,Pipeline Natural Gas
AL,3,7A,2024-07-15,4,1,273,Pipeline Natural Gas
AL,3,7A,2024-07-15,5,1,272,Pipeline Natural Gas
AL,3,7A,2024-07-15,6,1,272,Pipeline Natural Gas
AL,3,7A,2024-07-15,7,1,272,Pipeline Natural Gas
AL,3,7A,2024-07-15,8,1,271,Pipeline Natural Gas
AL,3,7A,2024-07-15,9,1,275,Pipeline Natural Gas
AL,3,7A,2024-07-15,10,1,292,Pipeline Natural Gas
AL,3,7A,2024-07-15,11,1,293,Pipeline Natural Gas
AL,3,7A,2024-07-15,12,1,292,Pipeline Natural Gas
AL,3,7A,2024-07-15,13,1,291,Pipeline Natural Gas
AL,3,7A,2024-07-15,14,1,290,Pipeline Natural Gas
AL,3,7A,2024-07-15,15,1,288,Pipeline Natural Gas
AL,3,7A,2024-07-15,16,1,286,Pipeline Natural Gas
AL,3,7A,2024-07-15,17,1,286,Pipeline Natural Gas
AL,3,7A,2024-07-15,18,1,268,Pipeline Natural Gas
AL,3,7A,2024-07-15,19,1,272,Pipeline Natural Gas
AL,3,7A,2024-07-15,20,1,280,Pipeline Natural Gas
AL,3,7A,2024-07-15,21,1,280,Pipeline Natural Gas
AL,3,7A,2024-07-15,22,1,276,Pipeline Natural Gas
AL,3,7A,2024-07-15,23,1,272,Pipeline Natural Gas
AL,3,7B,2024-07-15,0,1,273,Pipeline Natural Gas
AL,3,7B,2024-07-15,1,1,272,Pipeline Natural Gas
AL,3,7B,2024-07-15,2,1,272,Pipeline Natural Gas
AL,3,7B,2024-07-15,3,1,273,Pipeline Natural Gas
AL,3,7B,2024-07-15,4,1,273,Pipeline Natural Gas
AL,3,7B,2024-07-15,5,1,273,Pipeline Natural Gas
AL,3,7B,2024-07-15,6,1,272,Pipeline Natural Gas
AL,3,7B,2024-07-15,7,1,271,Pipeline Natural Gas
AL,3,7B,2024-07-15,8,1,271,Pipeline Natural Gas
AL,3,7B,2024-07-15,9,1,279,Pipeline Natural Gas
AL,3,7B,2024-07-15,10,1,294,Pipeline Natural Gas
AL,3,7B,2024-07-15,11,1,293,Pipeline Natural Gas
AL,3,7B,2024-07-15,12,1,292,Pipeline Natural Gas
AL,3,7B,2024-07-15,13,1,291,Pipeline Natural Gas
AL,3,7B,2024-07-15,14,1,291,Pipeline Natural Gas
AL,3,7B,2024-07-15,15,1,290,Pipeline Natural Gas
AL,3,7B,2024-07-15,16,1,289,Pipeline Natural Gas
AL,3,7B,2024-07-15,17,1,290,Pipeline Natural Gas
AL,3,7B,2024-07-15,18,1,291,Pipeline Natural Gas
AL,3,7B,2024-07-15,19,1,284,Pipeline Natural Gas
AL,3,7B,2024-07-15,20,1,280,Pipeline Natural Gas
AL,3,7B,2024-07-15,21,1,280,Pipeline Natural Gas
AL,3,7B,2024-07-15,22,1,277,Pipeline Natural Gas
AL,3,7B,2024-07-15,23,1,273,Pipeline Natural Gas
AL,3,8,2024-07-15,0,1,577,Pipeline Natural Gas
AL,3,8,2024-07-15,1,1,578,Pipeline Natural Gas
AL,3,8,2024-07-15,2,1,577,Pipeline Natural Gas
AL,3,8,2024-07-15,3,1,577,Pipeline Natural Gas
AL,3,8,2024-07-15,4,1,578,Pipeline Natural Gas
AL,3,8,2024-07-15,5,1,578,Pipeline Natural Gas
AL,3,8,2024-07-15,6,1,575,Pipeline Natural Gas
AL,3,8,2024-07-15,7,1,574,Pipeline Natural Gas
AL,3,8,2024-07-15,8,1,608,Pipeline Natural Gas
AL,3,8,2024-07-15,9,1,681,Pipeline Natural Gas
AL,3,8,2024-07-15,10,1,678,Pipeline Natural Gas
AL,3,8,2024-07-15,11,1,677,Pipeline Natural Gas
AL,3,8,2024-07-15,12,1,674,Pipeline Natural Gas
AL,3,8,2024-07-15,13,1,672,Pipeline Natural Gas
AL,3,8,2024-07-15,14,1,671,Pipeline Natural Gas
AL,3,8,2024-07-15,15,1,670,Pipeline Natural Gas
AL,3,8,2024-07-15,16,1,667,Pipeline Natural Gas
AL,3,8,2024-07-15,17,1,667,Pipeline Natural Gas
AL,3,8,2024-07-15,18,1,669,Pipeline Natural Gas
AL,3,8,2024-07-15,19,1,671,Pipeline Natural Gas
AL,3,8,2024-07-15,20,1,684,Pipeline Natural Gas
AL,3,8,2024-07-15,21,1,686,Pipeline Natural Gas
AL,3,8,2024-07-15,22,1,626,Pipeline Natural Gas
AL,3,8,2024-07-15,23,1,576,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,0,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,1,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,2,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,3,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,4,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,5,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,6,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,7,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,8,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,9,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,10,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,11,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,12,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,13,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,14,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,15,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,16,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,17,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,18,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,19,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,20,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,21,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,22,0,,Pipeline Natural Gas
TX,9,CTG-1,2024-07-15,23,0,,Pipeline Natural Gas
AL,10,1,2024-07-15,0,1,74,Pipeline Natural Gas
AL,10,1,2024-07-15,1,1,74,Pipeline Natural Gas
AL,10,1,2024-07-15,2,1,74,Pipeline Natural Gas
AL,10,1,2024-07-15,3,1,74,Pipeline Natural Gas
AL,10,1,2024-07-15,4,1,74,Pipeline Natural Gas
AL,10,1,2024-07-15,5,1,74,Pipeline Natural Gas
AL,10,1,2024-07-15,6,1,74,Pipeline Natural Gas
AL,10,1,2024-07-15,7,1,74,Pipeline Natural Gas
AL,10,1,2024-07-15,8,1,94,Pipeline Natural Gas
AL,10,1,2024-07-15,9,1,265,Pipeline Natural Gas
AL,10,1,2024-07-15,10,1,271,Pipeline Natural Gas
AL,10,1,2024-07-15,11,1,271,Pipeline Natural Gas
AL,10,1,2024-07-15,12,1,271,Pipeline Natural Gas
AL,10,1,2024-07-15,13,1,271,Pipeline Natural Gas
AL,10,1,2024-07-15,14,1,271,Pipeline Natural Gas
AL,10,1,2024-07-15,15,1,271,Pipeline Natural Gas
AL,10,1,2024-07-15,16,1,271,Pipeline Natural Gas
AL,10,1,2024-07-15,17,1,271,Pipeline Natural Gas
AL,10,1,2024-07-15,18,1,271,Pipeline Natural Gas
AL,10,1,2024-07-15,19,1,270,Pipeline Natural Gas
AL,10,1,2024-07-15,20,1,269,Pipeline Natural Gas
AL,10,1,2024-07-15,21,1,188,Pipeline Natural Gas
AL,10,1,2024-07-15,22,1,74,Pipeline Natural Gas
AL,10,1,2024-07-15,23,1,74,Pipeline Natural Gas
AL,10,2,2024-07-15,0,1,74,Pipeline Natural Gas
AL,10,2,2024-07-15,1,1,74,Pipeline Natural Gas
AL,10,2,2024-07-15,2,1,74,Pipeline Natural Gas
AL,10,2,2024-07-15,3,1,74,Pipeline Natural Gas
AL,10,2,2024-07-15,4,1,74,Pipeline Natural Gas
AL,10,2,2024-07-15,5,1,74,Pipeline Natural Gas
AL,10,2,2024-07-15,6,1,74,Pipeline Natural Gas
AL,10,2,2024-07-15,7,1,74,Pipeline Natural Gas
AL,10,2,2024-07-15,8,1,87,Pipeline Natural Gas
AL,10,2,2024-07-15,9,1,263,Pipeline Natural Gas
AL,10,2,2024-07-15,10,1,271,Pipeline Natural Gas
AL,10,2,2024-07-15,11,1,271,Pipeline Natural Gas
AL,10,2,2024-07-15,12,1,271,Pipeline Natural Gas
AL,10,2,2024-07-15,13,1,271,Pipeline Natural Gas
AL,10,2,2024-07-15,14,1,271,Pipeline Natural Gas
AL,10,2,2024-07-15,15,1,271,Pipeline Natural Gas
AL,10,2,2024-07-15,16,1,271,Pipeline Natural Gas
AL,10,2,2024-07-15,17,1,271,Pipeline Natural Gas
AL,10,2,2024-07-15,18,1,271,Pipeline Natural Gas
AL,10,2,2024-07-15,19,1,271,Pipeline Natural Gas
AL,10,2,2024-07-15,20,1,269,Pipeline Natural Gas
AL,10,2,2024-07-15,21,1,184,Pipeline Natural Gas
AL,10,2,2024-07-15,22,1,74,Pipeline Natural Gas
AL,10,2,2024-07-15,23,1,74,Pipeline Natural Gas
AL,10,CT10,2024-07-15,0,0,,Pipeline Natural Gas
AL,10,CT10,2024-07-15,1,0,,Pipeline Natural Gas
AL,10,CT10,2024-07-15,2,0,,Pipeline Natural Gas
AL,10,CT10,2024-07-15,3,0,,Pipeline Natural Gas
AL,10,CT10,2024-07-15,4,0,,Pipeline Natural Gas
AL,10,CT10,2024-07-15,5,0,,Pipeline Natural Gas
AL,10,CT10,2024-07-15,6,0,,Pipeline Natural Gas
AL,10,CT10,2024-07-15,7,0,,Pipeline Natural Gas
AL,10,CT10,2024-07-15,8,0,,Pipeline Natural Gas
AL,10,CT10,2024-07-15,9,0,,Pipeline Natural Gas
AL,10,CT10,2024-07-15,10,1,39,Pipeline Natural Gas
AL,10,CT10,2024-07-15,11,1,63,Pipeline Natural Gas
AL,10,CT10,2024-07-15,12,1,72,Pipeline Natural Gas
AL,10,CT10,2024-07-15,13,1,75,Pipeline Natural Gas
AL,10,CT10,2024-07-15,14,1,72,Pipeline Natural Gas
AL,10,CT10,2024-07-15,15,1,66,Pipeline Natural Gas
AL,10,CT10,2024-07-15,16,1,60,Pipeline Natural Gas
AL,10,CT10,2024-07-15,17,0,,Pipeline Natural Gas
AL,10,CT10,2024-07-15,18,0,,Pipeline Natural Gas
AL,10,CT10,2024-07-15,19,0,,Pipeline Natural Gas
AL,10,CT10,2024-07-15,20,0,,Pipeline Natural Gas
AL,10,CT10,2024-07-15,21,0,,Pipeline Natural Gas
AL,10,CT10,2024-07-15,22,0,,Pipeline Natural Gas
AL,10,CT10,2024-07-15,23,0,,Pipeline Natural Gas
AL,10,CT2,2024-07-15,0,0,,Pipeline Natural Gas
AL,10,CT2,2024-07-15,1,0,,Pipeline Natural Gas
AL,10,CT2,2024-07-15,2,0,,Pipeline Natural Gas
AL,10,CT2,2024-07-15,3,0,,Pipeline Natural Gas
AL,10,CT2,2024-07-15,4,0,,Pipeline Natural Gas
AL,10,CT2,2024-07-15,5,0,,Pipeline Natural Gas
AL,10,CT2,2024-07-15,6,0,,Pipeline Natural Gas
AL,10,CT2,2024-07-15,7,0,,Pipeline Natural Gas
AL,10,CT2,2024-07-15,8,0,,Pipeline Natural Gas
AL,10,CT2,2024-07-15,9,0,,Pipeline Natural Gas
AL,10,CT2,2024-07-15,10,0.75,49,Pipeline Natural Gas
AL,10,CT2,2024-07-15,11,1,74,Pipeline Natural Gas
AL,10,CT2,2024-07-15,12,1,74,Pipeline Natural Gas
AL,10,CT2,2024-07-15,13,1,76,Pipeline Natural Gas
AL,10,CT2,2024-07-15,14,1,73,Pipeline Natural Gas
AL,10,CT2,2024-07-15,15,1,67,Pipeline Natural Gas
AL,10,CT2,2024-07-15,16,1,64,Pipeline Natural Gas
AL,10,CT2,2024-07-15,17,0,,Pipeline Natural Gas
AL,10,CT2,2024-07-15,18,0,,Pipeline Natural Gas
AL,10,CT2,2024-07-15,19,0,,Pipeline Natural Gas
AL,10,CT2,2024-07-15,20,0,,Pipeline Natural Gas
AL,10,CT2,2024-07-15,21,0,,Pipeline Natural Gas
AL,10,CT2,2024-07-15,22,0,,Pipeline Natural Gas
AL,10,CT2,2024-07-15,23,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,0,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,1,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,2,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,3,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,4,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,5,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,6,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,7,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,8,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,9,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,10,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,11,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,12,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,13,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,14,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,15,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,16,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,17,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,18,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,19,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,20,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,21,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,22,0,,Pipeline Natural Gas
AL,10,CT3,2024-07-15,23,0,,Pipeline Natural Gas
AL,10,CT4,2024-07-15,0,0,,Pipeline Natural Gas
AL,10,CT4,2024-07-15,1,0,,Pipeline Natural Gas
AL,10,CT4,2024-07-15,2,0,,Pipeline Natural Gas
AL,10,CT4,2024-07-15,3,0,,Pipeline Natural Gas
AL,10,CT4,2024-07-15,4,0,,Pipeline Natural Gas
AL,10,CT4,2024-07-15,5,0,,Pipeline Natural Gas
AL,10,CT4,2024-07-15,6,0,,Pipeline Natural Gas
AL,10,CT4,2024-07-15,7,0,,Pipeline Natural Gas
AL,10,CT4,2024-07-15,8,0,,Pipeline Natural Gas
AL,10,CT4,2024-07-15,9,0,,Pipeline Natural Gas
AL,10,CT4,2024-07-15,10,0.75,33,Pipeline Natural Gas
AL,10,CT4,2024-07-15,11,1,74,Pipeline Natural Gas
AL,10,CT4,2024-07-15,12,1,75,Pipeline Natural Gas
AL,10,CT4,2024-07-15,13,1,76,Pipeline Natural Gas
AL,10,CT4,2024-07-15,14,1,73,Pipeline Natural Gas
AL,10,CT4,2024-07-15,15,1,67,Pipeline Natural Gas
AL,10,CT4,2024-07-15,16,0.75,48,Pipeline Natural Gas
AL,10,CT4,2024-07-15,17,0,,Pipeline Natural Gas
AL,10,CT4,2024-07-15,18,0,,Pipeline Natural Gas
AL,10,CT4,2024-07-15,19,0,,Pipeline Natural Gas
AL,10,CT4,2024-07-15,20,0,,Pipeline Natural Gas
AL,10,CT4,2024-07-15,21,0,,Pipeline Natural Gas
AL,10,CT4,2024-07-15,22,0,,Pipeline Natural Gas
AL,10,CT4,2024-07-15,23,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,0,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,1,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,2,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,3,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,4,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,5,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,6,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,7,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,8,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,9,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,10,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,11,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,12,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,13,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,14,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,15,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,16,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,17,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,18,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,19,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,20,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,21,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,22,0,,Pipeline Natural Gas
AL,10,CT5,2024-07-15,23,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,0,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,1,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,2,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,3,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,4,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,5,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,6,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,7,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,8,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,9,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,10,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,11,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,12,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,13,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,14,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,15,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,16,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,17,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,18,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,19,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,20,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,21,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,22,0,,Pipeline Natural Gas
AL,10,CT6,2024-07-15,23,0,,Pipeline Natural Gas
AL,10,CT7,2024-07-15,0,0,,Pipeline Natural Gas
