State,Facility ID,Unit ID,Latitude,Longitude,Primary Fuel Type,Operating Status,Associated Generators & Nameplate Capacity (MWe)
OK,2964,8003,35.1009,-98.3524,Pipeline Natural Gas,Operating,3 (332)
OK,2964,8004,35.1009,-98.3524,Pipeline Natural Gas,Operating,4 (89)
OK,2964,8005,35.1009,-98.3524,Pipeline Natural Gas,Operating,5 (89)
OK,2964,801N,35.1009,-98.3524,Pipeline Natural Gas,Operating,1 (84)
OK,2964,801S,35.1009,-98.3524,Pipeline Natural Gas,Operating,1 (84)
OK,2965,1402,36.1125,-95.9917,Pipeline Natural Gas,Operating,2 (170)
OK,2965,1404,36.1125,-95.9917,Pipeline Natural Gas,Operating,4 (170)
OK,2966,4,35.3233,-96.1352,Pipeline Natural Gas,Operating,4 (60.8)
OK,2966,5,35.3233,-96.1352,Pipeline Natural Gas,Operating,5 (60.8)
OK,3006,10,35.0847,-98.23,Pipeline Natural Gas,Operating,10 (45)
OK,3006,11,35.0847,-98.23,Pipeline Natural Gas,Operating,11 (45)
OK,3006,3,35.0847,-98.23,Pipeline Natural Gas,Operating,3 (44)
OK,3006,4,35.0847,-98.23,Pipeline Natural Gas,Operating,4 (105.1)
OK,3006,5,35.0847,-98.23,Pipeline Natural Gas,Operating,5 (105.1)
OK,3006,6,35.0847,-98.23,Pipeline Natural Gas,Operating,6 (105.1)
OK,3006,7,35.0847,-98.23,Pipeline Natural Gas,Operating,7 (45)
OK,3006,8,35.0847,-98.23,Pipeline Natural Gas,Operating,8 (45)
OK,3006,9,35.0847,-98.23,Pipeline Natural Gas,Operating,9 (45)
OK,3008,1,36.4375,-99.2208,Pipeline Natural Gas,Operating,1 (44)
OK,3008,2,36.4375,-99.2208,Pipeline Natural Gas,Operating,2 (125)
OK,3008,3,36.4375,-99.2208,Pipeline Natural Gas,Operating,3 (135)
PA,3096,1A,40.4638,-80.044,Diesel Oil,Operating,1A (24.3)
PA,3096,2A,40.4638,-80.044,Pipeline Natural Gas,Operating,"2A (65.3), ST4 (136.9)"
PA,3096,2B,40.4638,-80.044,Pipeline Natural Gas,Operating,"ST4 (136.9), 2B (65.3)"
PA,3096,3,40.4638,-80.044,Pipeline Natural Gas,Operating,"ST4 (136.9), 3 (65.3)"
PA,3111,031,40.1219,-77.1761,Diesel Oil,Operating,1 (26.6)
PA,3111,032,40.1219,-77.1761,Diesel Oil,Operating,2 (26.6)
PA,3113,5,40.91,-75.0789,Pipeline Natural Gas,Operating,5 (156)
PA,3116,031,39.7636,-76.6345,Diesel Oil,Operating,1 (26.6)
PA,3116,032,39.7636,-76.6345,Diesel Oil,Operating,2 (26.6)
PA,3118,1,40.3842,-79.0611,Coal,Operating,1 (936)
PA,3118,2,40.3842,-79.0611,Coal,Operating,2 (936)
PA,3130,1,40.4081,-79.0339,Coal Refuse,Operating,FB1 (585)
PA,3130,2,40.4081,-79.0339,Coal Refuse,Operating,FB1 (585)
PA,3131,1,41.067,-78.3656,Pipeline Natural Gas,Operating,1 (125)
PA,3131,2,41.067,-78.3656,Pipeline Natural Gas,Operating,2 (125)
PA,3131,3,41.067,-78.3656,Pipeline Natural Gas,Operating,3 (187.5)
PA,3131,4,41.067,-78.3656,Pipeline Natural Gas,Operating,4 (187.5)
PA,3132,005,41.8358,-79.19,Pipeline Natural Gas,Operating,3 (53)
PA,3136,1,40.6604,-79.3411,Coal,Operating,1 (936)
PA,3136,2,40.6604,-79.3411,Coal,Operating,2 (936)
PA,3138,3,40.9378,-80.3681,Pipeline Natural Gas,Operating,3 (97.8)
PA,3138,4,40.9378,-80.3681,Pipeline Natural Gas,Operating,4 (113.6)
PA,3138,5,40.9378,-80.3681,Pipeline Natural Gas,Operating,5 (136)
PA,3140,1,40.097,-76.6962,Coal,Operating,1 (363.3)
PA,3140,2,40.097,-76.6962,Coal,Operating,2 (405)
PA,3140,3,40.097,-76.6962,Coal,Operating,3 (790.4)
PA,3148,3,40.796,-75.107,"Natural Gas, Residual Oil",Operating,3 (850.5)
PA,3148,4,40.796,-75.107,"Natural Gas, Residual Oil",Operating,4 (850.5)
PA,3149,1,41.0714,-76.6672,"Coal, Natural Gas",Operating,1 (805.5)
PA,3149,2,41.0714,-76.6672,"Coal, Natural Gas",Operating,2 (819)
PA,3161,3,39.858,-75.323,Pipeline Natural Gas,Operating,3 (395)
PA,3161,4,39.858,-75.323,Pipeline Natural Gas,Operating,4 (395)
PA,3168,91,39.9853,-75.0733,Diesel Oil,Operating,91 (50)
PA,3168,92,39.9853,-75.0733,Diesel Oil,Operating,92 (50)
PA,3176,CT5,41.2033,-76.0683,Pipeline Natural Gas,Operating,"5 (50), 3 (50)"
PA,3176,CT6,41.2033,-76.0683,Pipeline Natural Gas,Operating,"3 (50), 6 (50)"
RI,3236,10,41.8167,-71.4042,Pipeline Natural Gas,Operating,"GE10 (48), G10A (125)"
RI,3236,11,41.8167,-71.4042,Pipeline Natural Gas,Operating,"G11A (125), GE11 (46)"
RI,3236,9,41.8167,-71.4042,Pipeline Natural Gas,Operating,"GE9A (125), GEN9 (46)"
SC,3250,12,34.4185,-80.1657,Pipeline Natural Gas,Operating,12 (158)
SC,3250,13,34.4185,-80.1657,Pipeline Natural Gas,Operating,13 (158)
SC,3264,11,34.6022,-82.435,Pipeline Natural Gas,Operating,"CT11 (243), ST10 (362)"
SC,3264,12,34.6022,-82.435,Pipeline Natural Gas,Operating,"ST10 (362), CT12 (243)"
SC,3264,7C,34.6022,-82.435,Pipeline Natural Gas,Operating,7 (41)
SC,3264,8C,34.6022,-82.435,Pipeline Natural Gas,Operating,8 (41)
SC,3285,HAG4,32.8265,-79.9634,Pipeline Natural Gas,Operating,4 (122)
SC,3287,MCM1,34.0533,-81.2178,Pipeline Natural Gas,Operating,1 (130.6)
SC,3287,MCM2,34.0533,-81.2178,Pipeline Natural Gas,Operating,2 (130.6)
SC,3295,URQ3,33.435,-81.9111,Pipeline Natural Gas,Operating,3 (100)
SC,3295,URQ4,33.435,-81.9111,Pipeline Natural Gas,Operating,GT4 (58.9)
SC,3295,URQ5,33.435,-81.9111,Pipeline Natural Gas,Operating,"CT1 (198.9), 1 (75), 2 (75)"
SC,3295,URQ6,33.435,-81.9111,Pipeline Natural Gas,Operating,"1 (75), 2 (75), CT2 (198.9)"
SC,3297,WAT1,33.8264,-80.6218,Coal,Operating,1 (385.9)
SC,3297,WAT2,33.8264,-80.6218,Coal,Operating,2 (385.9)
SC,3298,WIL1,33.0163,-79.9285,Coal,Operating,ST1 (632.7)
SC,3318,CT1,32.2089,-80.6994,Diesel Oil,Operating,1 (26.6)
SC,3318,CT2,32.2089,-80.6994,Diesel Oil,Operating,2 (26.6)
SC,3318,CT3,32.2089,-80.6994,Diesel Oil,Operating,3 (64.7)
SC,3320,CT3,33.7089,-78.9233,Diesel Oil,Operating,3 (26.6)
SC,3320,CT4,33.7089,-78.9233,Diesel Oil,Operating,4 (26.6)
SC,3320,CT5,33.7089,-78.9233,Diesel Oil,Operating,5 (35.3)
SD,3338,2A,45.4287,-98.4932,Pipeline Natural Gas,Operating,2 (60)
SD,3338,2B,45.4287,-98.4932,Pipeline Natural Gas,Operating,2 (60)
SD,3344,**2A,44.3696,-98.17,Pipeline Natural Gas,Retired,2A (42.9)
SD,3344,**2B,44.3696,-98.17,Pipeline Natural Gas,Retired,2A (42.9)
TN,3393,ACC1,35.0742,-90.1439,Pipeline Natural Gas,Operating,"CTG1 (330), STG1 (470)"
TN,3393,ACC2,35.0742,-90.1439,Pipeline Natural Gas,Operating,"CTG2 (330), STG1 (470)"
TN,3393,ACT17,35.0742,-90.1439,Pipeline Natural Gas,Operating,G17 (59.6)
TN,3393,ACT18,35.0742,-90.1439,Pipeline Natural Gas,Operating,G18 (59.6)
TN,3393,ACT19,35.0742,-90.1439,Pipeline Natural Gas,Operating,G19 (59.6)
TN,3393,ACT20,35.0742,-90.1439,Pipeline Natural Gas,Operating,G20 (59.6)
TN,3399,1,36.3903,-87.6539,Coal,Operating,1 (1300)
TN,3399,2,36.3903,-87.6539,Coal,Operating,2 (1300)
TN,3399,A1,36.3903,-87.6539,Diesel Oil,Operating,
TN,3399,B1,36.3903,-87.6539,Diesel Oil,Operating,
TN,3403,1,36.3156,-86.4006,Coal,Operating,1 (300)
TN,3403,2,36.3156,-86.4006,Coal,Operating,2 (300)
TN,3403,3,36.3156,-86.4006,Coal,Operating,3 (327.6)
TN,3403,4,36.3156,-86.4006,Coal,Operating,4 (327.6)
TN,3403,GCT1,36.3156,-86.4006,Pipeline Natural Gas,Operating,GT1 (81.3)
TN,3403,GCT2,36.3156,-86.4006,Pipeline Natural Gas,Operating,GT2 (81.3)
TN,3403,GCT3,36.3156,-86.4006,Pipeline Natural Gas,Operating,GT3 (81.3)
TN,3403,GCT4,36.3156,-86.4006,Pipeline Natural Gas,Operating,GT4 (81.3)
TN,3403,GCT5,36.3156,-86.4006,Pipeline Natural Gas,Operating,GT5 (84.5)
TN,3403,GCT6,36.3156,-86.4006,Pipeline Natural Gas,Operating,GT6 (84.5)
TN,3403,GCT7,36.3156,-86.4006,Pipeline Natural Gas,Operating,GT7 (84.5)
TN,3403,GCT8,36.3156,-86.4006,Pipeline Natural Gas,Operating,GT8 (84.5)
TN,3405,JCC1,36.3767,-82.9639,Pipeline Natural Gas,Operating,"CTG1 (179.4), STG1 (414)"
TN,3405,JCC2,36.3767,-82.9639,Pipeline Natural Gas,Operating,"CTG2 (179.4), STG1 (414)"
TN,3405,JCC3,36.3767,-82.9639,Pipeline Natural Gas,Operating,"STG1 (414), CTG3 (179.4)"
TN,3406,AUX1,36.0278,-87.9861,Pipeline Natural Gas,Operating,
TN,3406,AUX2,36.0278,-87.9861,Pipeline Natural Gas,Operating,
TN,3406,JCT1,36.0278,-87.9861,Pipeline Natural Gas,Operating,GT1 (68)
TN,3406,JCT10,36.0278,-87.9861,Pipeline Natural Gas,Operating,G10 (68)
TN,3406,JCT11,36.0278,-87.9861,Pipeline Natural Gas,Operating,G11 (68)
TN,3406,JCT12,36.0278,-87.9861,Pipeline Natural Gas,Operating,G12 (68)
TN,3406,JCT13,36.0278,-87.9861,Pipeline Natural Gas,Operating,G13 (68)
TN,3406,JCT14,36.0278,-87.9861,Pipeline Natural Gas,Operating,G14 (68)
TN,3406,JCT15,36.0278,-87.9861,Pipeline Natural Gas,Operating,G15 (68)
TN,3406,JCT16,36.0278,-87.9861,Pipeline Natural Gas,Operating,G16 (68)
TN,3406,JCT17,36.0278,-87.9861,Pipeline Natural Gas,Operating,G17 (84.5)
TN,3406,JCT18,36.0278,-87.9861,Pipeline Natural Gas,Operating,G18 (84.5)
TN,3406,JCT19,36.0278,-87.9861,Pipeline Natural Gas,Operating,G19 (84.5)
TN,3406,JCT2,36.0278,-87.9861,Pipeline Natural Gas,Operating,GT2 (68)
TN,3406,JCT20,36.0278,-87.9861,Pipeline Natural Gas,Operating,G20 (84.5)
TN,3406,JCT3,36.0278,-87.9861,Pipeline Natural Gas,Operating,GT3 (68)
TN,3406,JCT4,36.0278,-87.9861,Pipeline Natural Gas,Operating,GT4 (68)
TN,3406,JCT5,36.0278,-87.9861,Pipeline Natural Gas,Operating,GT5 (68)
TN,3406,JCT6,36.0278,-87.9861,Pipeline Natural Gas,Operating,GT6 (68)
TN,3406,JCT7,36.0278,-87.9861,Pipeline Natural Gas,Operating,GT7 (68)
TN,3406,JCT8,36.0278,-87.9861,Pipeline Natural Gas,Operating,GT8 (68)
TN,3406,JCT9,36.0278,-87.9861,Pipeline Natural Gas,Operating,GT9 (68)
TN,3407,1,35.8992,-84.5194,Coal,Operating,1 (175)
TN,3407,2,35.8992,-84.5194,Coal,Operating,2 (175)
TN,3407,3,35.8992,-84.5194,Coal,Operating,3 (175)
TN,3407,4,35.8992,-84.5194,Coal,Operating,4 (175)
TN,3407,5,35.8992,-84.5194,Coal,Operating,5 (200)
TN,3407,6,35.8992,-84.5194,Coal,Operating,6 (200)
TN,3407,7,35.8992,-84.5194,Coal,Operating,7 (200)
TN,3407,8,35.8992,-84.5194,Coal,Operating,8 (200)
TN,3407,9,35.8992,-84.5194,Coal,Operating,9 (200)
TX,3439,4,27.5667,-99.5083,Pipeline Natural Gas,Operating,4 (100)
TX,3439,5,27.5667,-99.5083,Pipeline Natural Gas,Operating,5 (100)
TX,3441,8,27.8182,-97.4189,Pipeline Natural Gas,Operating,"7 (351), 8 (172)"
TX,3441,9,27.8182,-97.4189,Pipeline Natural Gas,Operating,"7 (351), 9 (172)"
TX,3443,9,28.7883,-97.01,Pipeline Natural Gas,Operating,"5 (160), 7 (196.9)"
TX,3452,1,32.8364,-96.5464,Pipeline Natural Gas,Operating,1 (396.5)
TX,3452,2,32.8364,-96.5464,Pipeline Natural Gas,Operating,2 (531)
TX,3453,6,32.7253,-96.9361,Pipeline Natural Gas,Operating,6 (136)
TX,3453,7,32.7253,-96.9361,Pipeline Natural Gas,Operating,7 (136)
TX,3453,8,32.7253,-96.9361,Pipeline Natural Gas,Operating,8 (581)
TX,3456,1,31.9858,-106.4322,Pipeline Natural Gas,Operating,1 (81.6)
TX,3456,2,31.9858,-106.4322,Pipeline Natural Gas,Operating,2 (81.6)
TX,3456,3,31.9858,-106.4322,Pipeline Natural Gas,Operating,3 (115.2)
TX,3456,**4,31.9858,-106.4322,Pipeline Natural Gas,Operating,"4 (120), CT1 (85)"
TX,3456,**5,31.9858,-106.4322,Pipeline Natural Gas,Operating,"CT2 (85), 4 (120)"
TX,3456,GT-6A,31.9858,-106.4322,Pipeline Natural Gas,Operating,"5CA1 (165), 5CT1 (86.5)"
TX,3456,GT-6B,31.9858,-106.4322,Pipeline Natural Gas,Operating,"5CT2 (86.5), 5CA1 (165)"
TX,3456,SC-7,31.9858,-106.4322,Pipeline Natural Gas,Operating,6 (227.8)
TX,3457,1,30.4364,-95.5215,Pipeline Natural Gas,Operating,1 (271.4)
TX,3457,2,30.4364,-95.5215,Pipeline Natural Gas,Operating,2 (271.4)
TX,3459,1,30.0242,-93.875,Pipeline Natural Gas,Operating,1 (239.4)
TX,3459,3,30.0242,-93.875,Pipeline Natural Gas,Operating,3 (473.4)
TX,3459,4,30.0242,-93.875,Pipeline Natural Gas,Operating,4 (591.6)
TX,3459,5,30.0242,-93.875,Pipeline Natural Gas,Operating,5 (507.4)
TX,3460,CBY1,29.7483,-94.9272,Pipeline Natural Gas,Operating,1 (765)
TX,3460,CBY2,29.7483,-94.9272,Pipeline Natural Gas,Operating,2 (765)
TX,3464,GBY73,29.8208,-95.2194,Pipeline Natural Gas,Operating,73 (72)
TX,3464,GBY74,29.8208,-95.2194,Pipeline Natural Gas,Operating,74 (72)
TX,3464,GBY81,29.8208,-95.2194,Pipeline Natural Gas,Operating,81 (72)
TX,3464,GBY82,29.8208,-95.2194,Pipeline Natural Gas,Operating,82 (72)
TX,3464,GBY83,29.8208,-95.2194,Pipeline Natural Gas,Operating,83 (72)
TX,3464,GBY84,29.8208,-95.2194,Pipeline Natural Gas,Operating,84 (72)
TX,3469,THW31,29.9414,-95.5333,Pipeline Natural Gas,Operating,"31 (51.3), 3 (113.1)"
TX,3469,THW32,29.9414,-95.5333,Pipeline Natural Gas,Operating,"32 (51.3), 3 (113.1)"
TX,3469,THW33,29.9414,-95.5333,Pipeline Natural Gas,Operating,"33 (51.3), 3 (113.1)"
TX,3469,THW34,29.9414,-95.5333,Pipeline Natural Gas,Operating,"3 (113.1), 34 (51.3)"
TX,3469,THW41,29.9414,-95.5333,Pipeline Natural Gas,Operating,"4 (113.1), 41 (51.3)"
TX,3469,THW42,29.9414,-95.5333,Pipeline Natural Gas,Operating,"42 (51.3), 4 (113.1)"
TX,3469,THW43,29.9414,-95.5333,Pipeline Natural Gas,Operating,"4 (113.1), 43 (56.7)"
TX,3469,THW44,29.9414,-95.5333,Pipeline Natural Gas,Operating,"4 (113.1), 44 (56.7)"
TX,3469,THW51,29.9414,-95.5333,Pipeline Natural Gas,Operating,51 (85)
TX,3469,THW52,29.9414,-95.5333,Pipeline Natural Gas,Operating,52 (85)
TX,3469,THW53,29.9414,-95.5333,Pipeline Natural Gas,Operating,53 (85)
TX,3469,THW54,29.9414,-95.5333,Pipeline Natural Gas,Operating,54 (85)
TX,3469,THW55,29.9414,-95.5333,Pipeline Natural Gas,Operating,55 (85)
TX,3469,THW56,29.9414,-95.5333,Pipeline Natural Gas,Operating,56 (85)
TX,3470,WAP1,29.4783,-95.6358,Pipeline Natural Gas,Operating,1 (187.9)
TX,3470,WAP2,29.4783,-95.6358,Pipeline Natural Gas,Operating,2 (187.9)
TX,3470,WAP3,29.4783,-95.6358,Pipeline Natural Gas,Operating,3 (299.2)
TX,3470,WAP4,29.4783,-95.6358,Pipeline Natural Gas,Operating,4 (580.5)
TX,3470,WAP5,29.4783,-95.6358,Coal,Operating,5 (734.1)
TX,3470,WAP6,29.4783,-95.6358,Coal,Operating,6 (734.1)
TX,3470,WAP7,29.4783,-95.6358,Coal,Operating,7 (614.6)
TX,3470,WAP8,29.4783,-95.6358,Coal,Operating,8 (614.6)
TX,3476,5,32.3766,-94.6415,Pipeline Natural Gas,Operating,5 (323.7)
TX,3478,1,32.8486,-94.5469,Pipeline Natural Gas,Operating,1 (179.5)
TX,3478,2,32.8486,-94.5469,Pipeline Natural Gas,Operating,2 (351)
TX,3478,3,32.8486,-94.5469,Pipeline Natural Gas,Operating,3 (351)
TX,3482,151B,33.5239,-101.7392,Pipeline Natural Gas,Operating,1 (248)
TX,3482,152B,33.5239,-101.7392,Pipeline Natural Gas,Operating,2 (248)
TX,3482,153T,33.5239,-101.7392,Pipeline Natural Gas,Operating,3 (203)
TX,3482,154T,33.5239,-101.7392,Pipeline Natural Gas,Operating,4 (203)
TX,3484,141B,35.2825,-101.7458,Pipeline Natural Gas,Operating,1 (114)
TX,3484,142B,35.2825,-101.7458,Pipeline Natural Gas,Operating,2 (114)
TX,3484,143B,35.2825,-101.7458,Pipeline Natural Gas,Operating,3 (248)
TX,3485,111B,34.1661,-102.4114,Pipeline Natural Gas,Operating,1 (48)
TX,3485,112B,34.1661,-102.4114,Pipeline Natural Gas,Operating,2 (98)
TX,3485,114B,34.1661,-102.4114,Pipeline Natural Gas,Operating,4 (190.4)
TX,3490,1,33.135,-98.6117,Pipeline Natural Gas,Operating,1 (247.8)
TX,3490,2,33.135,-98.6117,Pipeline Natural Gas,Operating,2 (387)
TX,3491,3,32.7278,-97.2186,Pipeline Natural Gas,Operating,3 (405)
TX,3491,4,32.7278,-97.2186,Pipeline Natural Gas,Operating,4 (455)
TX,3491,5,32.7278,-97.2186,Pipeline Natural Gas,Operating,5 (455)
TX,3492,CT1,32.3358,-100.9158,Pipeline Natural Gas,Operating,CT1 (81)
TX,3492,CT2,32.3358,-100.9158,Pipeline Natural Gas,Operating,CT2 (81)
TX,3492,CT3,32.3358,-100.9158,Pipeline Natural Gas,Operating,CT3 (81)
TX,3492,CT4,32.3358,-100.9158,Pipeline Natural Gas,Operating,CT4 (81)
TX,3492,CT5,32.3358,-100.9158,Pipeline Natural Gas,Operating,CT5 (81)
TX,3492,CT6,32.3358,-100.9158,Pipeline Natural Gas,Operating,CT6 (81)
TX,3494,CT1,31.5839,-102.9636,Pipeline Natural Gas,Operating,CT1 (81)
TX,3494,CT2,31.5839,-102.9636,Pipeline Natural Gas,Operating,CT2 (81)
TX,3494,CT3,31.5839,-102.9636,Pipeline Natural Gas,Operating,CT3 (81)
TX,3494,CT4,31.5839,-102.9636,Pipeline Natural Gas,Operating,CT4 (81)
TX,3494,CT5,31.5839,-102.9636,Pipeline Natural Gas,Operating,CT5 (81)
TX,3504,1,31.9381,-94.9883,Pipeline Natural Gas,Operating,ST1 (176.8)
TX,3504,2,31.9381,-94.9883,Pipeline Natural Gas,Operating,ST2 (526.7)
TX,3507,9,32.1264,-96.1014,Pipeline Natural Gas,Operating,6 (239.4)
TX,3548,GT-1A,30.3036,-97.6128,Pipeline Natural Gas,Operating,GT1 (51.6)
TX,3548,GT-1B,30.3036,-97.6128,Pipeline Natural Gas,Operating,GT1 (51.6)
TX,3548,GT-2A,30.3036,-97.6128,Pipeline Natural Gas,Operating,GT2 (51.6)
TX,3548,GT-2B,30.3036,-97.6128,Pipeline Natural Gas,Operating,GT2 (51.6)
TX,3548,GT-3A,30.3036,-97.6128,Pipeline Natural Gas,Operating,GT3 (51.6)
TX,3548,GT-3B,30.3036,-97.6128,Pipeline Natural Gas,Operating,GT3 (51.6)
TX,3548,GT-4A,30.3036,-97.6128,Pipeline Natural Gas,Operating,GT4 (51.6)
TX,3548,GT-4B,30.3036,-97.6128,Pipeline Natural Gas,Operating,GT4 (51.6)
TX,3559,10,25.9131,-97.5214,Pipeline Natural Gas,Operating,10 (51)
TX,3559,9,25.9131,-97.5214,Pipeline Natural Gas,Operating,"9 (51), 6 (22)"
TX,3576,BW2,33.0667,-96.4519,Pipeline Natural Gas,Operating,2 (113)
TX,3576,BW3,33.0667,-96.4519,Pipeline Natural Gas,Operating,3 (156)
TX,3576,CE1,33.0667,-96.4519,Pipeline Natural Gas,Operating,1 (75)
TX,3576,GE4,33.0667,-96.4519,Pipeline Natural Gas,Operating,4 (83)
TX,3601,1,30.1456,-97.2708,Pipeline Natural Gas,Operating,1 (144)
TX,3601,2,30.1456,-97.2708,Pipeline Natural Gas,Operating,2 (144)
TX,3601,3,30.1456,-97.2708,Pipeline Natural Gas,Operating,3 (351)
TX,3604,GT1,33.6039,-101.8408,Pipeline Natural Gas,Retired,"8 (40), 7 (22)"
TX,3609,CGT1,29.3511,-98.5753,Pipeline Natural Gas,Operating,CGT1 (57)
TX,3609,CGT2,29.3511,-98.5753,Pipeline Natural Gas,Operating,CGT2 (57)
TX,3609,CGT3,29.3511,-98.5753,Pipeline Natural Gas,Operating,CGT3 (57)
TX,3609,CGT4,29.3511,-98.5753,Pipeline Natural Gas,Operating,CGT4 (57)
TX,3611,1,29.3078,-98.3244,Pipeline Natural Gas,Operating,1 (446)
TX,3611,2,29.3078,-98.3244,Pipeline Natural Gas,Operating,2 (446)
TX,3612,1,29.2575,-98.3828,Pipeline Natural Gas,Operating,1 (225)
TX,3612,2,29.2575,-98.3828,Pipeline Natural Gas,Operating,2 (252)
TX,3612,3,29.2575,-98.3828,Pipeline Natural Gas,Operating,3 (417)
TX,3612,CGT5,29.2575,-98.3828,Pipeline Natural Gas,Operating,5 (61)
TX,3612,CGT6,29.2575,-98.3828,Pipeline Natural Gas,Operating,6 (61)
TX,3612,CGT7,29.2575,-98.3828,Pipeline Natural Gas,Operating,7 (61)
TX,3612,CGT8,29.2575,-98.3828,Pipeline Natural Gas,Operating,8 (61)
TX,3612,CT01,29.2575,-98.3828,Pipeline Natural Gas,Operating,"CT01 (175), ST012 (200)"
TX,3612,CT02,29.2575,-98.3828,Pipeline Natural Gas,Operating,"CT02 (175), ST012 (200)"
TX,3628,1,32.6581,-98.3103,Pipeline Natural Gas,Operating,1 (66)
TX,3628,2,32.6581,-98.3103,Pipeline Natural Gas,Operating,2 (100)
TX,3628,3,32.6581,-98.3103,Pipeline Natural Gas,Operating,3 (200)
TX,3628,**4,32.6581,-98.3103,Pipeline Natural Gas,Operating,4 (100)
TX,3628,**5,32.6581,-98.3103,Pipeline Natural Gas,Operating,5 (100)
TX,3631,CT7,28.8947,-97.1347,Pipeline Natural Gas,Operating,"7 (49.2), 10 (42)"
TX,3631,CT8,28.8947,-97.1347,Pipeline Natural Gas,Operating,"8 (49.2), 10 (42)"
TX,3631,CT9,28.8947,-97.1347,Pipeline Natural Gas,Operating,"10 (42), 9 (49.2)"
UT,3648,1,40.7686,-111.9289,Pipeline Natural Gas,Operating,1 (69)
UT,3648,2,40.7686,-111.9289,Pipeline Natural Gas,Operating,2 (69)
UT,3648,3,40.7686,-111.9289,Pipeline Natural Gas,Operating,3 (113.6)
UT,3648,4,40.7686,-111.9289,Pipeline Natural Gas,Operating,4 (40)
UT,3648,5,40.7686,-111.9289,Pipeline Natural Gas,Operating,5 (40)
UT,3648,6,40.7686,-111.9289,Pipeline Natural Gas,Operating,6 (40)
VT,3734,A,44.2498,-72.6035,Diesel Oil,Operating,GT1 (41.8)
VT,3734,B,44.2498,-72.6035,Diesel Oil,Operating,GT1 (41.8)
VT,3754,CT1,44.4817,-73.2241,Diesel Oil,Operating,GT1 (25.5)
VT,3754,CT2,44.4817,-73.2241,Diesel Oil,Operating,GT1 (25.5)
VA,3775,1,36.9333,-82.1997,Natural Gas,Operating,1 (237.5)
VA,3775,2,36.9333,-82.1997,Natural Gas,Operating,2 (237.5)
VA,3785,TA10,37.7061,-75.7031,Diesel Oil,Operating,TAS (33)
VA,3797,7,37.3822,-77.3833,Pipeline Natural Gas,Operating,"CW7 (74.4), CT7 (145)"
VA,3797,**8A,37.3822,-77.3833,Pipeline Natural Gas,Operating,"CT8 (148), CW8 (79.2)"
VA,3804,6A,38.5367,-77.2806,Pipeline Natural Gas,Operating,"6A (174), 6ST (265)"
VA,3804,6B,38.5367,-77.2806,Pipeline Natural Gas,Operating,"6ST (265), 6B (174)"
WA,3845,BW22,46.7559,-122.8578,Coal,Operating,2 (730)
WV,3935,1,38.4731,-81.8233,Coal,Operating,1 (816.3)
WV,3935,2,38.4731,-81.8233,Coal,Operating,2 (816.3)
WV,3935,3,38.4731,-81.8233,Coal,Operating,3 (1300)
WV,3935,AUX1,38.4731,-81.8233,Diesel Oil,Operating,
WV,3935,AUX3,38.4731,-81.8233,Diesel Oil,Operating,
WV,3943,1,39.7107,-79.9275,Coal,Operating,1 (576)
WV,3943,2,39.7107,-79.9275,Coal,Operating,2 (576)
WV,3944,1,39.3844,-80.3325,Coal,Operating,1 (684)
WV,3944,2,39.3844,-80.3325,Coal,Operating,2 (684)
WV,3944,3,39.3844,-80.3325,Coal,Operating,3 (684)
WV,3946,1,39.3672,-81.3006,Coal,Long-term Cold Storage,1 (50)
WV,3946,2,39.3672,-81.3006,Coal,Long-term Cold Storage,2 (163.2)
WV,3948,1,39.8297,-80.8153,Coal,Operating,1 (816.3)
WV,3948,2,39.8297,-80.8153,Coal,Operating,2 (816.3)
WV,3948,AUX1,39.8297,-80.8153,Diesel Oil,Operating,
WV,3954,1,39.2014,-79.2667,Coal,Operating,1 (570.2)
WV,3954,2,39.2014,-79.2667,Coal,Operating,2 (570.2)
WV,3954,3,39.2014,-79.2667,Coal,Operating,3 (522)
WI,3982,1,46.5869,-90.9017,Wood,Operating,"5 (20), 4 (20), 6 (28)"
WI,3982,2,46.5869,-90.9017,Wood,Operating,"4 (20), 6 (28), 5 (20)"
WI,3991,1,43.0149,-89.4603,Pipeline Natural Gas,Operating,1 (26.6)
WI,3991,2,43.0149,-89.4603,Pipeline Natural Gas,Operating,2 (26.6)
WI,3992,8,43.0792,-89.3739,Natural Gas,Operating,6 (50)
WI,3992,9,43.0792,-89.3739,Natural Gas,Operating,7 (50)
WI,4005,3,43.8298,-91.26,Diesel Oil,Operating,3 (78.8)
WI,4005,4,43.8298,-91.26,Diesel Oil,Operating,4 (78.8)
WI,4014,1,44.8864,-91.5158,Pipeline Natural Gas,Operating,1 (72)
WI,4014,2,44.8864,-91.5158,Pipeline Natural Gas,Operating,2 (72)
WI,4014,3,44.8864,-91.5158,Pipeline Natural Gas,Operating,3 (72)
WI,4014,4,44.8864,-91.5158,Pipeline Natural Gas,Operating,4 (72)
WI,4014,5,44.8864,-91.5158,Diesel Oil,Operating (Retired 01/29/2024),5 (81)
WI,4014,6,44.8864,-91.5158,Diesel Oil,Operating (Retired 01/29/2024),6 (81)
WI,4040,11,43.3842,-87.8689,Pipeline Natural Gas,Operating,"ST1 (269), 1CT1 (167)"
WI,4040,12,43.3842,-87.8689,Pipeline Natural Gas,Operating,"1CT2 (167), ST1 (269)"
