State,Facility ID,Unit ID,Latitude,Longitude,Primary Fuel Type,Operating Status,Associated Generators & Nameplate Capacity (MWe)
AL,3,1,31.0069,-88.0103,Pipeline Natural Gas,Operating,1 (153.1)
AL,3,2,31.0069,-88.0103,Pipeline Natural Gas,Operating,2 (153.1)
AL,3,4,31.0069,-88.0103,Pipeline Natural Gas,Operating,4 (403.8)
AL,3,5,31.0069,-88.0103,Coal,Operating,5 (788.8)
AL,3,6A,31.0069,-88.0103,Pipeline Natural Gas,Operating,"A1ST (191.8), A1CT (170.1)"
AL,3,6B,31.0069,-88.0103,Pipeline Natural Gas,Operating,"A1CT2 (170.1), A1ST (191.8)"
AL,3,7A,31.0069,-88.0103,Pipeline Natural Gas,Operating,"A2ST (191.8), A2C1 (170.1)"
AL,3,7B,31.0069,-88.0103,Pipeline Natural Gas,Operating,"A2ST (191.8), A2C2 (170.1)"
AL,3,8,31.0069,-88.0103,Pipeline Natural Gas,Operating,"A3C1 (457), A3ST (305.1)"
TX,9,CTG-1,31.7569,-106.375,Pipeline Natural Gas,Operating,1 (70)
AL,10,1,32.6017,-87.7811,Pipeline Natural Gas,Operating,1 (299.2)
AL,10,2,32.6017,-87.7811,Pipeline Natural Gas,Operating,2 (269.3)
AL,10,CT10,32.6017,-87.7811,Pipeline Natural Gas,Operating,GT10 (80)
AL,10,CT2,32.6017,-87.7811,Pipeline Natural Gas,Operating,GT2 (80)
AL,10,CT3,32.6017,-87.7811,Pipeline Natural Gas,Operating,GT3 (80)
AL,10,CT4,32.6017,-87.7811,Pipeline Natural Gas,Operating,GT4 (80)
AL,10,CT5,32.6017,-87.7811,Pipeline Natural Gas,Operating,GT5 (80)
AL,10,CT6,32.6017,-87.7811,Pipeline Natural Gas,Operating,GT6 (80)
AL,10,CT7,32.6017,-87.7811,Pipeline Natural Gas,Operating,GT7 (80)
AL,10,CT8,32.6017,-87.7811,Pipeline Natural Gas,Operating,GT8 (80)
AL,10,CT9,32.6017,-87.7811,Pipeline Natural Gas,Operating,GT9 (80)
AL,26,1,33.2442,-86.4567,Pipeline Natural Gas,Operating,1 (272)
AL,26,2,33.2442,-86.4567,Pipeline Natural Gas,Operating,2 (272)
AL,26,3,33.2442,-86.4567,Pipeline Natural Gas,Operating,3 (272)
AL,26,4,33.2442,-86.4567,Pipeline Natural Gas,Operating,ST4 (244.8)
AL,26,5,33.2442,-86.4567,Coal,Operating,5 (952)
AL,47,CCT1,34.7439,-87.8486,Pipeline Natural Gas,Operating,GT1 (59.5)
AL,47,CCT10,34.7439,-87.8486,Pipeline Natural Gas,Operating,CCT10 (210)
AL,47,CCT11,34.7439,-87.8486,Pipeline Natural Gas,Operating,CCT11 (210)
AL,47,CCT2,34.7439,-87.8486,Pipeline Natural Gas,Operating,GT2 (59.5)
AL,47,CCT3,34.7439,-87.8486,Pipeline Natural Gas,Operating,GT3 (59.5)
AL,47,CCT4,34.7439,-87.8486,Pipeline Natural Gas,Operating,GT4 (59.5)
AL,47,CCT5,34.7439,-87.8486,Pipeline Natural Gas,Operating,GT5 (59.5)
AL,47,CCT6,34.7439,-87.8486,Pipeline Natural Gas,Operating,GT6 (59.5)
AL,47,CCT7,34.7439,-87.8486,Pipeline Natural Gas,Operating,GT7 (59.5)
AL,47,CCT8,34.7439,-87.8486,Pipeline Natural Gas,Operating,GT8 (59.5)
AL,47,CCT9,34.7439,-87.8486,Pipeline Natural Gas,Operating,CCT9 (210)
KY,54,SCT1,37.8824,-84.1025,Pipeline Natural Gas,Operating,GT1 (150)
KY,54,SCT10,37.8824,-84.1025,Pipeline Natural Gas,Operating,GT10 (98)
KY,54,SCT2,37.8824,-84.1025,Pipeline Natural Gas,Operating,GT2 (150)
KY,54,SCT3,37.8824,-84.1025,Pipeline Natural Gas,Operating,GT3 (150)
KY,54,SCT4,37.8824,-84.1025,Pipeline Natural Gas,Operating,GT4 (108)
KY,54,SCT5,37.8824,-84.1025,Pipeline Natural Gas,Operating,GT5 (108)
KY,54,SCT6,37.8824,-84.1025,Pipeline Natural Gas,Operating,GT6 (98)
KY,54,SCT7,37.8824,-84.1025,Pipeline Natural Gas,Operating,GT7 (98)
KY,54,SCT9,37.8824,-84.1025,Pipeline Natural Gas,Operating,GT9 (98)
AL,56,CC1,31.4858,-87.9106,Pipeline Natural Gas,Operating,"LEC1 (454.5), LEC2 (272.2)"
NE,59,1,40.8538,-98.3481,Coal,Operating,1 (109.8)
NE,60,1,40.5806,-98.3106,Coal,Operating,1 (77)
NE,60,2,40.5806,-98.3106,Coal,Operating,2 (220)
KS,108,SGU1,37.9306,-100.9725,Coal,Operating,1 (387)
AZ,113,1,34.9394,-110.3033,Coal,Operating,1 (113.6)
AZ,113,3,34.9394,-110.3033,Coal,Operating,3 (288.9)
AZ,116,GT3,33.4225,-111.9122,Pipeline Natural Gas,Operating,GT3 (102)
AZ,116,GT4,33.4225,-111.9122,Pipeline Natural Gas,Operating,GT4 (102)
AZ,116,GT5,33.4225,-111.9122,Pipeline Natural Gas,Operating,GT5 (102)
AZ,116,GT6,33.4225,-111.9122,Pipeline Natural Gas,Operating,GT6 (102)
AZ,116,GT7,33.4225,-111.9122,Pipeline Natural Gas,Operating,GT7 (102)
AZ,117,CC4,33.4417,-112.1583,Pipeline Natural Gas,Operating,"C4-1 (91), C4-2 (44.6)"
AZ,117,CC5A,33.4417,-112.1583,Pipeline Natural Gas,Operating,"C5-3 (201), C5-1 (184)"
AZ,117,CC5B,33.4417,-112.1583,Pipeline Natural Gas,Operating,"C5-3 (201), C5-2 (184)"
AZ,118,CT3,32.5517,-111.3,Pipeline Natural Gas,Operating,GE1 (91)
AZ,120,1,32.7214,-114.7097,Pipeline Natural Gas,Operating,ST1 (86.7)
AZ,120,CT5,32.7214,-114.7097,Pipeline Natural Gas,Operating,GT5 (60.5)
AZ,120,CT6,32.7214,-114.7097,Pipeline Natural Gas,Operating,GT6 (60.5)
AZ,124,GT1,32.2511,-110.9889,Natural Gas,Operating,GT2 (85)
AZ,126,3,32.16,-110.9047,Natural Gas,Operating,ST3 (113.6)
AZ,126,4,32.16,-110.9047,Natural Gas,Operating,4 (173.3)
TX,127,1,34.0825,-99.1753,Coal,Long-term Cold Storage,1 (663.9)
SC,130,1,33.3692,-80.1119,Coal,Operating,1 (590.9)
SC,130,2,33.3692,-80.1119,Coal,Operating,2 (556.2)
SC,130,3,33.3692,-80.1119,Coal,Operating,3 (580)
SC,130,4,33.3692,-80.1119,Coal,Operating,4 (580)
FL,136,1,29.7333,-81.6339,,Retired,1 (714.6)
FL,136,2,29.7333,-81.6339,Coal,Operating,2 (714.6)
FL,136,CT1,29.7333,-81.6339,Natural Gas,Operating,"CT1 (384.2), ST (414.8)"
FL,136,CT2,29.7333,-81.6339,Natural Gas,Operating,"ST (414.8), CT2 (384.2)"
AZ,141,1,33.5542,-112.2161,Pipeline Natural Gas,Operating,AF1 (113.6)
AZ,141,2,33.5542,-112.2161,Pipeline Natural Gas,Operating,AF2 (113.6)
AZ,141,3,33.5542,-112.2161,Pipeline Natural Gas,Operating,AF3 (163.2)
AZ,141,7,33.5542,-112.2161,Pipeline Natural Gas,Operating,AF7 (49.5)
AZ,141,8,33.5542,-112.2161,Pipeline Natural Gas,Operating,AF8 (49.5)
AZ,147,K-7,33.3544,-111.9364,Pipeline Natural Gas,Operating,"KY7A (122), KY7 (170)"
AZ,160,1,32.0619,-109.8931,Pipeline Natural Gas,Operating,ST1 (85.05)
AZ,160,2,32.0619,-109.8931,Pipeline Natural Gas,Operating,ST2 (194.7)
AZ,160,3,32.0619,-109.8931,Coal,Operating,ST3 (194.7)
AZ,160,4,32.0619,-109.8931,Pipeline Natural Gas,Operating,GT4 (60.5)
OK,165,1,36.1906,-95.2889,Coal,Retired,1 (490)
OK,165,2,36.1906,-95.2889,Coal,Operating,2 (520)
OK,165,3,36.1906,-95.2889,Pipeline Natural Gas,Operating,"3CT (365.5), 3ST (204)"
AR,170,4,34.4341,-92.9046,Pipeline Natural Gas,Operating,4 (552.5)
AR,201,2,35.4617,-93.8053,Pipeline Natural Gas,Operating,"2 (106), 1 (59)"
AR,202,01,35.2597,-91.3631,Pipeline Natural Gas,Operating,1 (120)
AR,203,01,33.5648,-92.7917,Pipeline Natural Gas,Operating,1 (136)
CA,260,1A,36.8042,-121.7775,Pipeline Natural Gas,Operating,"CT1A (275), ST1 (233)"
CA,260,2A,36.8042,-121.7775,Pipeline Natural Gas,Operating,"CT1B (275), ST1 (233)"
CA,260,3A,36.8042,-121.7775,Pipeline Natural Gas,Operating,"CT2A (275), ST2 (233)"
CA,260,4A,36.8042,-121.7775,Pipeline Natural Gas,Operating,"ST2 (233), CT2B (275)"
TX,298,LIM1,31.4219,-96.2525,Coal,Operating,1 (813.4)
TX,298,LIM2,31.4219,-96.2525,Coal,Operating,2 (813.4)
CA,302,10,33.1408,-117.3342,Pipeline Natural Gas,Operating,CEC10 (105.3)
CA,302,6,33.1408,-117.3342,Pipeline Natural Gas,Operating,CEC6 (105.3)
CA,302,7,33.1408,-117.3342,Pipeline Natural Gas,Operating,CEC7 (105.3)
CA,302,8,33.1408,-117.3342,Pipeline Natural Gas,Operating,CEC8 (105.3)
CA,302,9,33.1408,-117.3342,Pipeline Natural Gas,Operating,CEC9 (105.3)
CA,315,3,33.7688,-118.1009,Pipeline Natural Gas,Operating,3 (333)
CA,315,4,33.7688,-118.1009,Pipeline Natural Gas,Operating,4 (333)
CA,315,5,33.7688,-118.1009,Pipeline Natural Gas,Operating,5 (495)
CA,315,CT1,33.7688,-118.1009,Pipeline Natural Gas,Operating,"1S (241.1), 1A (231.4)"
CA,315,CT2,33.7688,-118.1009,Pipeline Natural Gas,Operating,"1B (231.4), 1S (241.1)"
CA,330,5,33.9106,-118.425,Pipeline Natural Gas,Operating,"6 (70), 5 (198)"
CA,330,7,33.9106,-118.425,Pipeline Natural Gas,Operating,"8 (70), 7 (198)"
CA,335,2,33.6436,-117.9788,Pipeline Natural Gas,Operating,2 (217.6)
CA,335,CT1,33.6436,-117.9788,Pipeline Natural Gas,Operating,"1A (231.4), 1S (241.1)"
CA,335,CT2,33.6436,-117.9788,Pipeline Natural Gas,Operating,"1B (231.4), 1S (241.1)"
CA,341,1,33.7641,-118.2248,Pipeline Natural Gas,Operating,CT1 (63)
CA,341,2,33.7641,-118.2248,Pipeline Natural Gas,Operating,CT2 (63)
CA,341,3,33.7641,-118.2248,Pipeline Natural Gas,Operating,CT3 (63)
CA,341,4,33.7641,-118.2248,Pipeline Natural Gas,Operating,CT4 (63)
CA,350,1,34.1292,-119.1689,Pipeline Natural Gas,Operating,1 (806.4)
CA,350,2,34.1292,-119.1689,Pipeline Natural Gas,Operating,2 (806.4)
CA,358,3-1,34.0836,-117.2408,Pipeline Natural Gas,Operating,"MV3C (209.2), MV3A (175.7)"
CA,358,3-2,34.0836,-117.2408,Pipeline Natural Gas,Operating,"MV3C (209.2), MV3B (175.7)"
CA,358,4-1,34.0836,-117.2408,Pipeline Natural Gas,Operating,"MV4A (175.7), MV4C (209.2)"
CA,358,4-2,34.0836,-117.2408,Pipeline Natural Gas,Operating,"MV4C (209.2), MV4B (175.7)"
CA,377,9,34.1556,-118.2782,Pipeline Natural Gas,Operating,9 (50)
CA,389,2-2,32.8022,-115.54,Pipeline Natural Gas,Operating,"2 (34.5), 2A (89.9)"
CA,389,3-1,32.8022,-115.54,Pipeline Natural Gas,Operating,"30 (65.9), 31 (43.2)"
CA,389,3-2,32.8022,-115.54,Pipeline Natural Gas,Operating,"30 (65.9), 32 (43.2)"
CA,389,4,32.8022,-115.54,Pipeline Natural Gas,Operating,4 (81.6)
CA,399,10,33.7691,-118.2662,Pipeline Natural Gas,Operating,GT10 (60.5)
CA,399,**10A,33.7691,-118.2662,Pipeline Natural Gas,Operating,"5 (86.3), 10A (80)"
CA,399,**10B,33.7691,-118.2662,Pipeline Natural Gas,Operating,"10B (80), 5 (86.3)"
CA,399,11,33.7691,-118.2662,Pipeline Natural Gas,Operating,GT11 (60.5)
CA,399,12,33.7691,-118.2662,Pipeline Natural Gas,Operating,GT12 (60.5)
CA,399,13,33.7691,-118.2662,Pipeline Natural Gas,Operating,GT13 (60.5)
CA,399,14,33.7691,-118.2662,Pipeline Natural Gas,Operating,GT14 (60.5)
CA,400,1,33.7639,-118.0942,Pipeline Natural Gas,Operating,1 (230)
CA,400,10,33.7639,-118.0942,Pipeline Natural Gas,Operating,"10 (182.8), 8 (264.3)"
CA,400,11,33.7639,-118.0942,Pipeline Natural Gas,Operating,11 (108.2)
CA,400,12,33.7639,-118.0942,Pipeline Natural Gas,Operating,12 (108.2)
CA,400,13,33.7639,-118.0942,Pipeline Natural Gas,Operating,13 (108.2)
CA,400,14,33.7639,-118.0942,Pipeline Natural Gas,Operating,14 (108.2)
CA,400,15,33.7639,-118.0942,Pipeline Natural Gas,Operating,15 (108.2)
CA,400,16,33.7639,-118.0942,Pipeline Natural Gas,Operating,16 (108.2)
CA,400,2,33.7639,-118.0942,Pipeline Natural Gas,Operating,2 (230)
CA,400,9,33.7639,-118.0942,Pipeline Natural Gas,Operating,"8 (264.3), 9 (182.8)"
CA,404,1,33.9175,-118.4258,Pipeline Natural Gas,Operating,1 (163.2)
CA,404,2,33.9175,-118.4258,Pipeline Natural Gas,Operating,2 (163.2)
CA,404,4,33.9175,-118.4258,Pipeline Natural Gas,Operating,"4 (209.5), 5 (108.8)"
CA,404,6,33.9175,-118.4258,Pipeline Natural Gas,Operating,6 (103)
CA,404,7,33.9175,-118.4258,Pipeline Natural Gas,Operating,7 (103)
CA,408,5,34.2481,-118.3903,Pipeline Natural Gas,Operating,5 (47)
CA,408,6,34.2481,-118.3903,Pipeline Natural Gas,Operating,"8 (311), 6 (215)"
CA,408,7,34.2481,-118.3903,Pipeline Natural Gas,Operating,"8 (311), 7 (215)"
CA,422,GT3,34.1256,-118.1474,Pipeline Natural Gas,Operating,GT3 (47.2)
CA,422,GT4,34.1256,-118.1474,Pipeline Natural Gas,Operating,GT4 (47.2)
CA,422,GT5,34.1256,-118.1474,Pipeline Natural Gas,Operating,"CTG5 (59.1), STG5 (16.78)"
CO,469,4,39.8078,-104.9648,Pipeline Natural Gas,Operating,4 (388)
CO,469,5,39.8078,-104.9648,Pipeline Natural Gas,Operating,"7 (250), 5 (175)"
CO,469,6,39.8078,-104.9648,Pipeline Natural Gas,Operating,"6 (175), 7 (250)"
CO,470,2,38.2081,-104.5747,Coal,Operating,2 (370)
CO,470,3,38.2081,-104.5747,Coal,Operating,3 (750)
CO,492,A1,38.8244,-104.8331,Pipeline Natural Gas,Operating,A1 (40.63)
CO,492,A2,38.8244,-104.8331,Pipeline Natural Gas,Operating,A2 (40.63)
CO,492,A3,38.8244,-104.8331,Pipeline Natural Gas,Operating,A3 (40.63)
CO,492,A4,38.8244,-104.8331,Pipeline Natural Gas,Operating,A4 (40.63)
CO,492,A5,38.8244,-104.8331,Pipeline Natural Gas,Operating,A5 (40.63)
CO,492,A6,38.8244,-104.8331,Pipeline Natural Gas,Operating,A6 (40.63)
CO,525,H1,40.4856,-107.185,Coal,Operating,1 (190)
CO,525,H2,40.4856,-107.185,Coal,Operating,2 (275.4)
AL,533,**4,31.4001,-86.4767,Pipeline Natural Gas,Operating,"2 (7.5), 1 (7.5), 3 (25), 4 (106)"
AL,533,**V1,31.4001,-86.4767,Pipeline Natural Gas,Operating,"VAN3 (177), VAN1 (166)"
AL,533,**V2,31.4001,-86.4767,Pipeline Natural Gas,Operating,"VAN3 (177), VAN2 (166)"
CT,540,10,41.2925,-72.7942,Other Oil,Operating,UN10 (21.8)
CT,542,10,41.0289,-73.5989,Other Oil,Operating,UN10 (21.3)
CT,542,11,41.0289,-73.5989,Other Oil,Operating,UN11 (21.3)
CT,542,12,41.0289,-73.5989,Other Oil,Operating,UN12 (21.3)
CT,542,13,41.0289,-73.5989,Other Oil,Operating,UN13 (20)
CT,542,14,41.0289,-73.5989,Other Oil,Operating,UN14 (20)
CT,544,10,41.2083,-73.1092,Other Oil,Operating,10 (16.3)
CT,544,11,41.2083,-73.1092,Pipeline Natural Gas,Operating,11 (43)
CT,544,12,41.2083,-73.1092,Pipeline Natural Gas,Operating,12 (43)
CT,544,13,41.2083,-73.1092,Pipeline Natural Gas,Operating,13 (43)
CT,544,14,41.2083,-73.1092,Pipeline Natural Gas,Operating,14 (43)
CT,544,15,41.2083,-73.1092,Diesel Oil,Operating,15 (50)
CT,544,16,41.2083,-73.1092,Diesel Oil,Operating,16 (50)
CT,544,17,41.2083,-73.1092,Diesel Oil,Operating,17 (50)
CT,544,18,41.2083,-73.1092,Diesel Oil,Operating,18 (50)
CT,546,5,41.4281,-72.1019,Residual Oil,Operating,5 (75)
CT,546,6,41.4281,-72.1019,Residual Oil,Operating,6 (414.9)
CT,561,10,41.7994,-73.1156,Other Oil,Operating,UN19 (21.8)
CT,562,10,41.5544,-72.5793,Other Oil,Operating,10 (18.6)
CT,562,12,41.5544,-72.5793,Diesel Oil,Operating,12 (50)
CT,562,13,41.5544,-72.5793,Diesel Oil,Operating,13 (50)
CT,562,14,41.5544,-72.5793,Diesel Oil,Operating,14 (50)
CT,562,15,41.5544,-72.5793,Diesel Oil,Operating,15 (50)
CT,562,2,41.5544,-72.5793,Pipeline Natural Gas,Operating,2 (113.6)
CT,562,3,41.5544,-72.5793,Pipeline Natural Gas,Operating,3 (239.4)
CT,562,4,41.5544,-72.5793,Residual Oil,Operating,4 (414.9)
FL,564,1,28.4836,-81.1686,Coal,Operating,1 (464.6)
FL,564,2,28.4836,-81.1686,Coal,Operating,2 (464.6)
FL,564,CCB,28.4836,-81.1686,Pipeline Natural Gas,Operating,"B (129.8), B1 (203.2)"
CT,565,10,41.7761,-73.1219,Other Oil,Operating,UN10 (18.6)
CT,568,BHB5,41.1706,-73.1843,Pipeline Natural Gas,Operating,"501 (375), 502 (200.6)"
VT,589,1,44.4917,-73.2081,Wood,Operating,1 (50)
DE,591,11,39.7302,-75.5371,Diesel Oil,Operating,CH11 (26.6)
DE,591,14,39.7302,-75.5371,Diesel Oil,Operating,CH14 (26.6)
DE,592,10,39.5959,-75.6324,Diesel Oil,Operating,DC10 (18.6)
DE,593,10,39.7372,-75.5033,Diesel Oil,Operating,10 (12.5)
DE,593,3,39.7372,-75.5033,Pipeline Natural Gas,Operating,3 (75)
DE,593,4,39.7372,-75.5033,Pipeline Natural Gas,Operating,4 (176.8)
DE,593,5,39.7372,-75.5033,Residual Oil,Operating,5 (446)
DE,594,10,38.5857,-75.2341,Diesel Oil,Operating,10 (18.6)
DE,594,4,38.5857,-75.2341,Coal,Operating,4 (442.4)
DE,597,10,39.7283,-75.6289,Diesel Oil,Operating,WEST (20)
MD,602,1,39.1792,-76.5383,Coal,Operating,1 (785)
MD,602,2,39.1792,-76.5383,Coal,Operating,2 (785)
WA,607,CT3,48.4553,-122.435,Natural Gas,Operating,3 (58.9)
WA,607,CT4,48.4553,-122.435,Natural Gas,Operating,4 (58.9)
FL,609,CCCT3A,28.4694,-80.7642,Pipeline Natural Gas,Operating,"3A (265), 3ST (500)"
FL,609,CCCT3B,28.4694,-80.7642,Pipeline Natural Gas,Operating,"3B (265), 3ST (500)"
FL,609,CCCT3C,28.4694,-80.7642,Pipeline Natural Gas,Operating,"3ST (500), 3C (265)"
FL,612,FMCT2A,26.6967,-81.7831,Pipeline Natural Gas,Operating,"2A (188.2), ST1 (156.3), ST2 (402.1)"
FL,612,FMCT2B,26.6967,-81.7831,Pipeline Natural Gas,Operating,"2B (188.2), ST2 (402.1), ST1 (156.3)"
FL,612,FMCT2C,26.6967,-81.7831,Pipeline Natural Gas,Operating,"ST2 (402.1), 2C (188.2), ST1 (156.3)"
FL,612,FMCT2D,26.6967,-81.7831,Pipeline Natural Gas,Operating,"ST1 (156.3), 2D (188.2), ST2 (402.1)"
FL,612,FMCT2E,26.6967,-81.7831,Pipeline Natural Gas,Operating,"ST2 (402.1), 2E (188.2), ST1 (156.3)"
FL,612,FMCT2F,26.6967,-81.7831,Pipeline Natural Gas,Operating,"ST2 (402.1), 2F (188.2), ST1 (156.3)"
FL,612,PFM3A,26.6967,-81.7831,Pipeline Natural Gas,Operating,CT1 (188.2)
FL,612,PFM3B,26.6967,-81.7831,Pipeline Natural Gas,Operating,CT2 (188.2)
FL,612,PFM3C,26.6967,-81.7831,Pipeline Natural Gas,Operating,PFM3C (229.5)
FL,612,PFM3D,26.6967,-81.7831,Pipeline Natural Gas,Operating,PFM3D (229.5)
FL,613,PFL6A,26.0681,-80.1983,Pipeline Natural Gas,Operating,PFL6A (200)
FL,613,PFL6B,26.0681,-80.1983,Pipeline Natural Gas,Operating,PFL6B (200)
FL,613,PFL6C,26.0681,-80.1983,Pipeline Natural Gas,Operating,PFL6C (200)
FL,613,PFL6D,26.0681,-80.1983,Pipeline Natural Gas,Operating,PFL6D (200)
FL,613,PFL6E,26.0681,-80.1983,Pipeline Natural Gas,Operating,PFL6E (200)
FL,613,PFL7A,26.0681,-80.1983,Pipeline Natural Gas,Operating,"7GT1 (385.6), ST7 (391.8)"
FL,613,PFL7B,26.0681,-80.1983,Pipeline Natural Gas,Operating,"7GT2 (385.6), ST7 (391.8)"
FL,617,PECT5A,26.0856,-80.1253,Pipeline Natural Gas,Operating,"5ST (454), 5A (280)"
FL,617,PECT5B,26.0856,-80.1253,Pipeline Natural Gas,Operating,"5ST (454), 5B (280)"
FL,617,PECT5C,26.0856,-80.1253,Pipeline Natural Gas,Operating,"5C (280), 5ST (454)"
FL,619,RBCT5A,26.7653,-80.0528,Pipeline Natural Gas,Operating,"5ST (500), 5A (265)"
FL,619,RBCT5B,26.7653,-80.0528,Pipeline Natural Gas,Operating,"5ST (500), 5B (265)"
FL,619,RBCT5C,26.7653,-80.0528,Pipeline Natural Gas,Operating,"5ST (500), 5C (265)"
FL,620,SNCT4A,28.8419,-81.3256,Pipeline Natural Gas,Operating,"4A (188.2), 4 (436.1)"
FL,620,SNCT4B,28.8419,-81.3256,Pipeline Natural Gas,Operating,"4B (188.2), 4 (436.1)"
FL,620,SNCT4C,28.8419,-81.3256,Pipeline Natural Gas,Operating,"4C (188.2), 4 (436.1)"
FL,620,SNCT4D,28.8419,-81.3256,Pipeline Natural Gas,Operating,"4D (188.2), 4 (436.1)"
FL,620,SNCT5A,28.8419,-81.3256,Pipeline Natural Gas,Operating,"5 (436.1), 5A (188.2)"
FL,620,SNCT5B,28.8419,-81.3256,Pipeline Natural Gas,Operating,"5 (436.1), 5B (188.2)"
FL,620,SNCT5C,28.8419,-81.3256,Pipeline Natural Gas,Operating,"5C (188.2), 5 (436.1)"
FL,620,SNCT5D,28.8419,-81.3256,Pipeline Natural Gas,Operating,"5D (188.2), 5 (436.1)"
FL,621,TPCT5A,25.4356,-80.3308,Pipeline Natural Gas,Operating,"5CA (472), 5CTA (188.2)"
FL,621,TPCT5B,25.4356,-80.3308,Pipeline Natural Gas,Operating,"5CA (472), 5CTB (188.2)"
FL,621,TPCT5C,25.4356,-80.3308,Pipeline Natural Gas,Operating,"5CTC (188.2), 5CA (472)"
FL,621,TPCT5D,25.4356,-80.3308,Pipeline Natural Gas,Operating,"5CA (472), 5CTD (188.2)"
FL,628,1GTA,28.9594,-82.7003,Pipeline Natural Gas,Operating,"CC1ST (364.7), 1GTA (310.3)"
FL,628,1GTB,28.9594,-82.7003,Pipeline Natural Gas,Operating,"1GTB (310.3), CC1ST (364.7)"
FL,628,2GTA,28.9594,-82.7003,Pipeline Natural Gas,Operating,"CC2ST (364.7), 2GTA (310.3)"
FL,628,2GTB,28.9594,-82.7003,Pipeline Natural Gas,Operating,"2GTB (310.3), CC2ST (364.7)"
FL,628,4,28.9594,-82.7003,Coal,Operating,ST4 (739.3)
FL,628,5,28.9594,-82.7003,Coal,Operating,5 (739.3)
FL,634,4A,27.8613,-82.6012,Pipeline Natural Gas,Operating,"4ST (420), 4AGT (215)"
FL,634,4B,27.8613,-82.6012,Pipeline Natural Gas,Operating,"4BGT (215), 4ST (420)"
FL,634,4C,27.8613,-82.6012,Pipeline Natural Gas,Operating,"4CGT (215), 4ST (420)"
FL,634,4D,27.8613,-82.6012,Pipeline Natural Gas,Operating,"4ST (420), 4DGT (215)"
FL,641,4,30.5661,-87.2289,Pipeline Natural Gas,Operating,4 (93.8)
FL,641,5,30.5661,-87.2289,Pipeline Natural Gas,Operating,5 (93.8)
FL,641,6,30.5661,-87.2289,Pipeline Natural Gas,Operating,6 (369.8)
FL,641,7,30.5661,-87.2289,Pipeline Natural Gas,Operating,7 (578)
FL,641,8A,30.5661,-87.2289,Pipeline Natural Gas,Operating,8A (225)
FL,641,8B,30.5661,-87.2289,Pipeline Natural Gas,Operating,8B (225)
FL,641,8C,30.5661,-87.2289,Pipeline Natural Gas,Operating,8C (225)
FL,641,8D,30.5661,-87.2289,Pipeline Natural Gas,Operating,8D (225)
FL,643,4,30.2689,-85.7003,Pipeline Natural Gas,Operating,"3A (203.2), 3S (213.3)"
FL,643,5,30.2689,-85.7003,Pipeline Natural Gas,Operating,"3S (213.3), 3B (203.2)"
FL,645,BB04,27.7944,-82.4036,"Coal, Pipeline Natural Gas",Operating,ST4 (486)
FL,645,BB05,27.7944,-82.4036,Pipeline Natural Gas,Operating,"GT5 (392), BBST1 (445.5)"
FL,645,BB06,27.7944,-82.4036,Pipeline Natural Gas,Operating,"GT6 (392), BBST1 (445.5)"
FL,645,CT4A,27.7944,-82.4036,Pipeline Natural Gas,Operating,GT4 (62)
FL,645,CT4B,27.7944,-82.4036,Pipeline Natural Gas,Operating,GT4 (62)
FL,663,B1,29.7586,-82.3883,Pipeline Natural Gas,Operating,1 (75)
FL,663,B2,29.7586,-82.3883,Pipeline Natural Gas,Operating,2 (250.8)
FL,663,CT3,29.7586,-82.3883,Pipeline Natural Gas,Operating,GT3 (96.1)
FL,664,CC1,29.6467,-82.3219,Pipeline Natural Gas,Operating,"8-2 (45.5), 8 (50), CT04 (96.1)"
FL,666,7,30.3644,-81.6236,Pipeline Natural Gas,Operating,GT37 (185)
FL,666,CT8,30.3644,-81.6236,Pipeline Natural Gas,Operating,GT38 (185)
FL,667,1A,30.4172,-81.5525,Coal,Operating,1 (297.5)
FL,667,2A,30.4172,-81.5525,Coal,Operating,2 (297.5)
FL,667,3,30.4172,-81.5525,Pipeline Natural Gas,Operating,ST3 (563.7)
FL,673,S-3,26.6125,-80.0678,Pipeline Natural Gas,Operating,S3 (26.5)
FL,675,**8,28.0491,-81.9238,Pipeline Natural Gas,Operating,"5 (25), 8 (101.5)"
FL,676,5,28.0809,-81.9256,Pipeline Natural Gas,Operating,"5CT (249), 5ST (120)"
FL,676,MGT2,28.0809,-81.9256,Pipeline Natural Gas,Operating,GT2 (135)
FL,683,**C,28.4933,-80.7825,Pipeline Natural Gas,Operating,C (130)
FL,683,**D,28.4933,-80.7825,Pipeline Natural Gas,Operating,D (130)
FL,688,2A,30.4522,-84.4,Pipeline Natural Gas,Operating,"2 (259.3), CT2A (187.5)"
FL,688,HC3,30.4522,-84.4,Pipeline Natural Gas,Operating,GT3 (60.5)
FL,688,HC4,30.4522,-84.4,Pipeline Natural Gas,Operating,GT4 (60.5)
FL,689,8,30.1619,-84.2014,Pipeline Natural Gas,Operating,"8 (160), 9 (87)"
GA,703,1BLR,34.1256,-84.9192,Coal,Operating,1 (805.8)
GA,703,2BLR,34.1256,-84.9192,Coal,Operating,2 (788.8)
GA,703,3BLR,34.1256,-84.9192,Coal,Operating,3 (952)
GA,703,4BLR,34.1256,-84.9192,Coal,Operating,4 (952)
GA,710,3AA,33.8244,-84.475,Diesel Oil,Operating,3A (41.8)
GA,710,3AB,33.8244,-84.475,Diesel Oil,Operating,3A (41.8)
